Material_ID,Formula,element_A,element_Aprime,element_B,element_Bprime,Formation_Energy_eV_atom,Energy_Above_Hull_eV,Band_Gap_eV,Total_Magnetization_uB,Volume_A3,Density_g_cm3,Space_Group_Symbol,Space_Group_Number,EN_A,EN_Aprime,EN_B,EN_Bprime,EN_O,EN_avg,Shannon_A,Shannon_Aprime,Shannon_B,Shannon_Bprime,Tolerance_Factor,Octahedral_Mismatch,Val_A,Val_Aprime,Val_B,Val_Bprime,Val_avg,Total_A_Charge,Group_B,Group_Bprime,Sum_Ox_B_Bprime,Ox_B,Ox_Bprime,d_electrons_B,d_electrons_Bprime,Total_d_electrons,Spin_Proxy_Distance,HS_moment_B,HS_moment_Bprime,Total_HS_FM,Total_HS_FiM,d_AO,d_BO,d_BprimeO,d_avg,E_GNN,M_net,M_abs
mp-1379512,Ca2CoSbO6,Ca,Ca,Co,Sb,-2.3511197865,0.06393334087499714,0.6627128599872325,3.9990475,239.77429643038076,4.94261529189017,P2_1/m,11,1.0,1.0,1.88,2.05,3.44,1.9649999999999999,1.0,1.0,0.65,0.76,0.8062025058658974,0.15602836879432622,2,2,9,5,7.0,4,9,15,8,2.5,5.5,6.5,9.5,16.0,11.0,3.5,0.5,4.0,3.0,2.4,2.05,2.16,2.105,-2.3627813352713787,3.9990475,4.0
mp-1379764,Ca2VIrO6,Ca,Ca,V,Ir,-2.4848013970000005,0.09225410266070888,0.41880000000000006,0.0001271,227.40459417431575,6.123729681030769,P2_1/c,14,1.0,1.0,1.63,2.2,3.44,1.915,1.0,1.0,0.79,0.68,0.7948741334181331,0.1496598639455782,2,2,5,9,7.0,4,5,9,8,3.0,5.0,2.0,4.0,6.0,1.0,2.0,4.0,6.0,2.0,2.4,2.19,2.08,2.135,-2.4881438312757287,0.0001271,6.0
mp-1383318,CaLa2CrO6,La,La,Ca,Cr,-3.221538288,0.0631851806666699,0.0,2.0000234,136.59952410661055,5.663375020259465,R-3,148,1.1,1.1,1.0,1.66,3.44,1.33,1.032,1.032,1.0,0.73,0.7592422480554895,0.31213872832369943,3,3,4,6,5.0,6,4,6,6,2.5,3.5,1.5,2.5,4.0,1.0,1.5,2.5,4.0,1.0,2.432,2.4,2.13,2.2649999999999997,-3.215886688990234,2.0000234,4.0
mp-1383877,TaZn2WO6,Zn,Zn,Ta,W,-1.8620393247333333,0.4862205526249994,0.0,1.580823,128.18873917156517,7.6635335174593875,Imm2,44,1.65,1.65,1.5,1.7,3.44,1.6,0.74,0.74,0.72,0.66,0.7240232113584745,0.08695652173913036,2,2,5,6,5.5,4,5,6,8,3.75,4.25,1.25,1.75,3.0,2.0,1.25,1.75,3.0,0.5,2.1399999999999997,2.12,2.06,2.09,-1.8670131472570042,1.580823,3.0
mp-1383866,Ca2CuWO6,Ca,Ca,Cu,W,-2.3658785260000004,0.18103467049999988,0.0,0.9926342,125.68252047819801,5.59586215896957,Imm2,44,1.0,1.0,1.9,1.7,3.44,1.7999999999999998,1.0,1.0,0.77,0.66,0.8023906736868622,0.1538461538461538,2,2,11,6,8.5,4,11,6,8,5.25,2.75,5.75,3.25,9.0,4.0,4.25,3.25,7.5,1.0,2.4,2.17,2.06,2.115,-2.3337316144796003,0.9926342,7.5
mp-1384639,Ca2TiWO6,Ca,Ca,Ti,W,-2.9814294273333344,0.13249708638888968,0.0,2.0000631,126.78776050287576,5.341733820678284,Cm,8,1.0,1.0,1.54,1.7,3.44,1.62,1.0,1.0,0.86,0.66,0.7856742013183861,0.26315789473684204,2,2,4,6,5.0,4,4,6,8,3.5,4.5,0.5,1.5,2.0,3.0,0.5,1.5,2.0,1.0,2.4,2.26,2.06,2.16,-2.9716099283005692,2.0000631,2.0000631
mp-1385417,CaLa2VO6,La,La,Ca,V,-3.375381797,0.04199716637500117,1.8206999999999995,0.9984533,137.288872871732,5.622182715592485,R-3,148,1.1,1.1,1.0,1.63,3.44,1.315,1.032,1.032,1.0,0.79,0.7493175127867903,0.23463687150837984,3,3,4,5,4.5,6,4,5,6,2.75,3.25,1.25,1.75,3.0,2.0,1.25,1.75,3.0,0.5,2.432,2.4,2.19,2.295,-3.360684241279004,0.9984533,3.0
mp-1385224,La2ZnNiO6,La,La,Zn,Ni,-2.5384508499999994,0.024903564625000207,1.1203000000000003,0.0014762,116.53272801330274,7.09499031011628,R-3,148,1.1,1.1,1.65,1.91,3.44,1.7799999999999998,1.032,1.032,0.74,0.69,0.8130892160026874,0.06993006993006999,3,3,12,10,11.0,6,12,10,6,3.5,2.5,8.5,7.5,16.0,11.0,1.5,2.5,4.0,1.0,2.432,2.1399999999999997,2.09,2.1149999999999998,-2.5251932246266513,0.0014762,4.0
mp-1385999,CaLa2WO6,La,La,Ca,W,-3.145924291,0.17587478283334157,2.0397,1.9999933,147.19752923479527,6.7429547541540344,R-3,148,1.1,1.1,1.0,1.7,3.44,1.35,1.032,1.032,1.0,0.66,0.7711586062088266,0.4096385542168674,3,3,4,6,5.0,6,4,6,6,2.5,3.5,1.5,2.5,4.0,1.0,1.5,2.5,4.0,1.0,2.432,2.4,2.06,2.23,-3.1224548138502937,1.9999933,4.0
mp-1386257,Ca2SnWO6,Ca,Ca,Sn,W,3.1528689345000003,5.839161002333336,0.0,0.1751491,130.9165420592985,6.0718380204826845,P1,1,1.0,1.0,1.96,1.7,3.44,1.83,1.0,1.0,0.69,0.66,0.8178584457097415,0.044444444444444314,2,2,4,6,5.0,4,14,6,8,6.0,2.0,8.0,4.0,12.0,7.0,2.0,4.0,6.0,2.0,2.4,2.09,2.06,2.075,3.1564893656740742,0.1751491,6.0
mp-1390540,Ca2AgWO6,Ca,Ca,Ag,W,1.6571070178333343,4.103975579,0.0,2.9635441,139.7676436689232,5.558516869245133,P1,1,1.0,1.0,1.93,1.7,3.44,1.815,1.0,1.0,1.15,0.66,0.7362500107799194,0.5414364640883976,2,2,11,6,8.5,4,11,6,8,5.25,2.75,5.75,3.25,9.0,4.0,4.25,3.25,7.5,1.0,2.4,2.55,2.06,2.3049999999999997,1.6311703788742173,2.9635441,7.5
mp-1391233,Ca2MnWO6,Ca,Ca,Mn,W,-2.755359075793102,0.022185206500029864,2.5151000000000003,5.0002154,129.08458555350566,5.337649045023014,P1,1,1.0,1.0,1.55,1.7,3.44,1.625,1.0,1.0,0.67,0.66,0.8218190192967139,0.015037593984962419,2,2,7,6,6.5,4,7,6,8,4.25,3.75,2.75,2.25,5.0,0.0,2.75,2.25,5.0,0.5,2.4,2.07,2.06,2.065,-2.747365316758049,5.0002154,5.0002154
mp-1391671,La2MgNiO6,La,La,Mg,Ni,-2.8133004534999997,0.0,1.3899,0.0021291,116.10369197450987,6.533330381461486,R-3,148,1.1,1.1,1.31,1.91,3.44,1.6099999999999999,1.032,1.032,0.72,0.69,0.816951872610776,0.04255319148936174,3,3,4,10,7.0,6,4,10,6,1.5,4.5,2.5,5.5,8.0,3.0,2.5,4.5,7.0,2.0,2.432,2.12,2.09,2.105,-2.8263275913758363,0.0021291,7.0
mp-1393845,La2MgBiO6,La,La,Mg,Bi,-2.9023369595000013,0.10195392787500612,0.0,0.7063581,145.7196392244964,6.918087490421286,R-3,148,1.1,1.1,1.31,1.9,3.44,1.605,1.032,1.032,0.72,1.03,0.7559049194926081,0.35428571428571437,3,3,4,5,4.5,6,4,15,6,0.25,5.75,3.75,9.25,13.0,8.0,3.75,0.75,4.5,3.0,2.432,2.12,2.4299999999999997,2.275,-2.9129092931349962,0.7063581,4.5
mp-1394560,CaLa2MoO6,La,La,Ca,Mo,-3.169544279,0.07810904900000004,1.4188,2.0000003,146.51709820522026,5.7780621222080635,R-3,148,1.1,1.1,1.0,2.16,3.44,1.58,1.032,1.032,1.0,0.69,0.7660060988176762,0.3668639053254439,3,3,4,6,5.0,6,4,6,6,2.5,3.5,1.5,2.5,4.0,1.0,1.5,2.5,4.0,1.0,2.432,2.4,2.09,2.245,-3.1578169986248983,2.0000003,4.0
mp-1397424,Ca2NiWO6,Ca,Ca,Ni,W,-2.5016700839999992,0.10651078900000144,0.5975000000000001,1.9999969,123.5480464361386,5.627317861811708,C2,5,1.0,1.0,1.91,1.7,3.44,1.805,1.0,1.0,0.69,0.66,0.8178584457097415,0.044444444444444314,2,2,10,6,8.0,4,10,6,8,5.0,3.0,5.0,3.0,8.0,3.0,5.0,3.0,8.0,2.0,2.4,2.09,2.06,2.075,-2.4769044225713266,1.9999969,8.0
mp-1396276,CaLa2SnO6,La,La,Ca,Sn,-3.2484680825000005,0.04487242893750221,3.8925,6e-06,148.80110162425063,5.943473269626639,R-3,148,1.1,1.1,1.0,1.96,3.44,1.48,1.032,1.032,1.0,0.69,0.7660060988176762,0.3668639053254439,3,3,4,4,4.0,6,4,14,6,0.5,5.5,3.5,8.5,12.0,7.0,3.5,1.5,5.0,2.0,2.432,2.4,2.09,2.245,-3.2480426509652793,6e-06,5.0
mp-1396966,CaLa2BiO6,La,La,Ca,Bi,-2.9915695650000003,0.0785062605000002,0.0,0.8168966,168.2216211519529,6.148394533824521,R-3,148,1.1,1.1,1.0,1.9,3.44,1.45,1.032,1.032,1.0,1.03,0.7120843444495584,0.02955665024630544,3,3,4,5,4.5,6,4,15,6,0.25,5.75,3.75,9.25,13.0,8.0,3.75,0.75,4.5,3.0,2.432,2.4,2.4299999999999997,2.415,-2.985392904748021,0.8168966,4.5
mp-1398590,Ca2CoWO6,Ca,Ca,Co,W,-2.4928158080000005,0.12411812299998548,1.4930000000000003,3.0007263,126.53928791006949,5.49744137933228,Cm,8,1.0,1.0,1.88,1.7,3.44,1.79,1.0,1.0,0.65,0.66,0.8258181386120264,0.015267175572519097,2,2,9,6,7.5,4,9,6,8,4.75,3.25,4.25,2.75,7.0,2.0,4.25,2.75,7.0,1.5,2.4,2.05,2.06,2.0549999999999997,-2.458771509107296,3.0007263,7.0
mp-1399089,Zn2MoWO6,Zn,Zn,Mo,W,2.9486191449999994,4.882445304,0.0,0.0016126,117.32272167441701,7.170135343693781,P1,1,1.65,1.65,2.16,1.7,3.44,1.9300000000000002,0.74,0.74,0.69,0.66,0.7292571140911861,0.044444444444444314,2,2,6,6,6.0,4,6,6,8,4.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,0.0,2.1399999999999997,2.09,2.06,2.075,2.953434208589771,0.0016126,4.0
mp-1398571,La2TiZnO6,La,La,Ti,Zn,-3.381660124333334,0.06006322674999964,3.0304,0.0001968,126.24415601565802,6.406798868295541,R-3,148,1.1,1.1,1.54,1.65,3.44,1.595,1.032,1.032,0.86,0.74,0.7816744053844015,0.15,3,3,4,12,8.0,6,4,12,6,1.0,5.0,3.0,7.0,10.0,5.0,3.0,3.0,6.0,0.0,2.432,2.26,2.1399999999999997,2.1999999999999997,-3.3296264620497262,0.0001968,6.0
mp-1400776,La2ZnBiO6,La,La,Zn,Bi,-2.6344729210000004,0.12033595487500026,0.0,0.0013283,146.00049413825047,7.372276494471027,R-3,148,1.1,1.1,1.65,1.9,3.44,1.775,1.032,1.032,0.74,1.03,0.7525968016830124,0.3276836158192091,3,3,12,5,8.5,6,12,15,6,2.25,3.75,9.75,10.0,19.75,14.75,0.25,0.0,0.25,0.25,2.432,2.1399999999999997,2.4299999999999997,2.2849999999999997,-2.6231627280873697,0.0013283,0.25
mp-1403373,La2ZnSbO6,La,La,Zn,Sb,-2.746218923,0.18898165136666467,0.0,0.0078354,139.60885922242994,6.672378346889951,R-3,148,1.1,1.1,1.65,2.05,3.44,1.8499999999999999,1.032,1.032,0.74,0.76,0.7998528799282248,0.02666666666666669,3,3,12,5,8.5,6,12,15,6,2.25,3.75,9.75,10.0,19.75,14.75,0.25,0.0,0.25,0.25,2.432,2.1399999999999997,2.16,2.15,-2.7814341781831162,0.0078354,0.25
mp-1404626,La2MgWO6,La,La,Mg,W,-3.111161335500001,0.13028096958332647,0.0,2.0000081,131.39121537231463,7.354788477152904,R-3,148,1.1,1.1,1.31,1.7,3.44,1.505,1.032,1.032,0.72,0.66,0.822815163562528,0.08695652173913036,3,3,4,6,5.0,6,4,6,6,2.5,3.5,1.5,2.5,4.0,1.0,1.5,2.5,4.0,1.0,2.432,2.12,2.06,2.09,-3.0960945030779103,2.0000081,4.0
mp-1403741,La2MgSbO6,La,La,Mg,Sb,-3.0128309344999997,0.1718516513666657,0.0,0.2352377,138.28249752318024,6.242788110448701,R-3,148,1.1,1.1,1.31,2.05,3.44,1.68,1.032,1.032,0.72,0.76,0.8035905102082634,0.054054054054054106,3,3,4,5,4.5,6,4,15,6,0.25,5.75,3.75,9.25,13.0,8.0,3.75,0.75,4.5,3.0,2.432,2.12,2.16,2.14,-3.0052077668023442,0.2352377,4.5
mp-1405776,La2VZnO6,La,La,V,Zn,-3.0754423590000015,0.038912548375005684,1.7353999999999994,0.9999088,124.153491986402,6.555806286516565,R-3,148,1.1,1.1,1.63,1.65,3.44,1.64,1.032,1.032,0.79,0.74,0.7943111740626714,0.06535947712418307,3,3,5,12,8.5,6,5,12,6,1.25,4.75,3.75,7.25,11.0,6.0,3.75,2.75,6.5,1.0,2.432,2.19,2.1399999999999997,2.165,-3.0496473039183467,0.9999088,6.5
mp-1407554,Ba2BiSbO6,Ba,Ba,Bi,Sb,-0.531825894,1.9211812790000051,0.0,0.0024185,204.29298797386306,5.701061194180889,P-1,2,0.89,0.89,1.9,2.05,3.44,1.9749999999999999,1.35,1.35,1.03,0.76,0.8472957073041419,0.3016759776536313,2,2,5,5,5.0,4,15,15,8,4.0,4.0,10.0,10.0,20.0,15.0,0.0,0.0,0.0,0.0,2.75,2.4299999999999997,2.16,2.295,-0.5183622669746009,0.0024185,0.0024185
mp-1407332,La2ZnMoO6,La,La,Zn,Mo,-2.8769897430000007,0.05777014324999463,1.5064000000000002,2.0001702,132.45830581234327,6.708888544967523,R-3,148,1.1,1.1,1.65,2.16,3.44,1.905,1.032,1.032,0.74,0.69,0.8130892160026874,0.06993006993006999,3,3,12,6,9.0,6,12,6,6,4.5,1.5,7.5,4.5,12.0,7.0,2.5,4.5,7.0,2.0,2.432,2.1399999999999997,2.09,2.1149999999999998,-2.879758862679676,2.0001702,7.0
mp-1408168,La2ZnSnO6,La,La,Zn,Sn,-2.9078021324999996,0.07886050862500049,2.9251000000000005,1.93e-05,134.6631102711447,6.879823904884682,R-3,148,1.1,1.1,1.65,1.96,3.44,1.805,1.032,1.032,0.74,0.69,0.8130892160026874,0.06993006993006999,3,3,12,4,8.0,6,12,14,6,2.5,3.5,9.5,10.0,19.5,14.5,0.5,0.0,0.5,0.5,2.432,2.1399999999999997,2.09,2.1149999999999998,-2.9322880972257868,1.93e-05,0.5
mp-1410863,CaLa2FeO6,La,La,Ca,Fe,-2.9756048680000005,0.08142622612499828,1.7183000000000002,4.0000101,132.7167799731302,5.877219004145479,R-3,148,1.1,1.1,1.0,1.83,3.44,1.415,1.032,1.032,1.0,0.61,0.779901901063802,0.4844720496894411,3,3,4,8,6.0,6,4,8,6,2.0,4.0,2.0,4.0,6.0,1.0,2.0,4.0,6.0,2.0,2.432,2.4,2.01,2.205,-2.979785333145721,4.0000101,6.0
mp-1410589,CaLa2SbO6,La,La,Ca,Sb,-3.0710334350000013,0.17282762012500275,0.0,0.8358162,156.63156236124195,5.6786767669696125,R-3,148,1.1,1.1,1.0,2.05,3.44,1.525,1.032,1.032,1.0,0.76,0.7542472332656507,0.2727272727272727,3,3,4,5,4.5,6,4,15,6,0.25,5.75,3.75,9.25,13.0,8.0,3.75,0.75,4.5,3.0,2.432,2.4,2.16,2.2800000000000002,-3.0880438440841873,0.8358162,4.5
mp-1410247,La2ZnCrO6,La,La,Zn,Cr,-2.8951808799999994,0.08172854258334983,1.0063999999999993,1.9999482,123.14533054414747,6.623697741158781,R-3,148,1.1,1.1,1.65,1.66,3.44,1.6549999999999998,1.032,1.032,0.74,0.73,0.8054724551970415,0.01360544217687076,3,3,12,6,9.0,6,12,6,6,4.5,1.5,7.5,4.5,12.0,7.0,2.5,4.5,7.0,2.0,2.432,2.1399999999999997,2.13,2.135,-2.906791348996094,1.9999482,7.0
mp-1412249,La2MgTiO6,La,La,Mg,Ti,-3.6712668558333332,0.019938506749999974,0.0,2.9e-06,124.45121160111086,5.950654143688109,R-3,148,1.1,1.1,1.31,1.54,3.44,1.425,1.032,1.032,0.72,0.86,0.7852436949067048,0.17721518987341772,3,3,4,4,4.0,6,4,4,6,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,2.432,2.12,2.26,2.19,-3.659495287744921,2.9e-06,2.0
mp-1411395,La2MgVO6,La,La,Mg,V,-3.3664082815000014,0.0,1.7390999999999996,0.9999557,122.30934305032888,6.096602489817276,R-3,148,1.1,1.1,1.31,1.63,3.44,1.47,1.032,1.032,0.72,0.79,0.7979970727822198,0.09271523178807956,3,3,4,5,4.5,6,4,5,6,2.75,3.25,1.25,1.75,3.0,2.0,1.25,1.75,3.0,0.5,2.432,2.12,2.19,2.1550000000000002,-3.3330101914129733,0.9999557,3.0
mp-1443834,Ca2TaWO6,Ca,Ca,Ta,W,-3.0057089967333326,0.10112562249999968,2.2591,3.0000966,130.20179192774333,6.898925549281359,R3,146,1.0,1.0,1.5,1.7,3.44,1.6,1.0,1.0,0.72,0.66,0.8119886482524947,0.08695652173913036,2,2,5,6,5.5,4,5,6,8,3.75,4.25,1.25,1.75,3.0,2.0,1.25,1.75,3.0,0.5,2.4,2.12,2.06,2.09,-2.997815566136873,3.0000966,3.0000966
mp-1444903,La2MgSnO6,La,La,Mg,Sn,-3.202523977,0.033620675625000374,3.9981,1.8e-05,132.68116553569527,6.468165121972586,R-3,148,1.1,1.1,1.31,1.96,3.44,1.635,1.032,1.032,0.72,0.69,0.816951872610776,0.04255319148936174,3,3,4,4,4.0,6,4,14,6,0.5,5.5,3.5,8.5,12.0,7.0,3.5,1.5,5.0,2.0,2.432,2.12,2.09,2.105,-3.2264416382407033,1.8e-05,5.0
mp-1445093,Ca2CrWO6,Ca,Ca,Cr,W,-2.7683428629999995,0.03445591869444797,1.6023000000000005,2.0041526,120.73693325973831,5.666228068953936,P1,1,1.0,1.0,1.66,1.7,3.44,1.68,1.0,1.0,0.73,0.66,0.8100507278509376,0.10071942446043157,2,2,6,6,6.0,4,6,6,8,4.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,0.0,2.4,2.13,2.06,2.0949999999999998,-2.7594508096355965,2.0041526,4.0
mp-1445473,CaLa2TiO6,La,La,Ca,Ti,-3.6816299793333327,0.06311742775000262,3.1705000000000005,0.0004964,138.4962271440171,5.536308219702679,R-3,148,1.1,1.1,1.0,1.54,3.44,1.27,1.032,1.032,1.0,0.86,0.7380616703200358,0.15053763440860218,3,3,4,4,4.0,6,4,4,6,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,2.432,2.4,2.26,2.33,-3.6576973496004195,0.0004964,2.0
mp-1445639,La2ZnWO6,La,La,Zn,W,-2.866188211,0.12577208258332817,2.1170999999999998,2.0003913,133.34179783897852,7.7590778846231006,R-3,148,1.1,1.1,1.65,1.7,3.44,1.6749999999999998,1.032,1.032,0.74,0.66,0.8188969961169922,0.11428571428571424,3,3,12,6,9.0,6,12,6,6,4.5,1.5,7.5,4.5,12.0,7.0,2.5,4.5,7.0,2.0,2.432,2.1399999999999997,2.06,2.0999999999999996,-2.8783838690863877,2.0003913,7.0
mp-1445762,Mg2SbWO6,Mg,Mg,Sb,W,1.298075764,3.7460295927499994,0.0,0.9997101,156.5066492980584,4.776700029237029,P1,1,1.31,1.31,2.05,1.7,3.44,1.875,0.72,0.72,0.76,0.66,0.7104579981589957,0.1408450704225352,2,2,5,6,5.5,4,15,6,8,6.25,1.75,8.75,4.25,13.0,8.0,1.25,4.25,5.5,3.0,2.12,2.16,2.06,2.1100000000000003,1.2953954206665417,0.9997101,5.5
mp-1516185,Ba2GdSbO6,Ba,Ba,Gd,Sb,-3.0558879954999996,0.000943465500014895,3.4853000000000005,27.999998,630.996225610473,6.83862395333028,Pn-3,201,0.89,0.89,1.2,2.05,3.44,1.625,1.35,1.35,0.938,0.76,0.8646258996278372,0.20965842167255588,2,2,4,5,4.5,4,4,15,8,1.25,6.75,2.75,8.25,11.0,6.0,2.75,1.75,4.5,1.0,2.75,2.338,2.16,2.249,-3.0555942316054154,27.999998,27.999998
mp-1516191,Eu2NbZnO6,Eu,Eu,Nb,Zn,-2.8629847710000016,0.15307958999999904,0.0,12.9992803,130.13046939182132,7.123458240392438,Fm-3m,225,1.5,1.5,1.6,1.65,3.44,1.625,1.17,1.17,0.72,0.74,0.8531757876288389,0.02739726027397263,3,3,5,12,8.5,6,5,12,6,1.25,4.75,3.75,7.25,11.0,6.0,3.75,2.75,6.5,1.0,2.57,2.12,2.1399999999999997,2.13,-2.8786827372616464,12.9992803,12.9992803
mp-1516196,Na2PrWO6,Na,Na,Pr,W,-2.4058655449425297,0.09353952774999907,0.0,3.9999893,595.5755978545812,5.205134367373154,Pn-3,201,0.93,0.93,1.13,1.7,3.44,1.415,1.02,1.02,0.99,0.66,0.7690779372905372,0.39999999999999997,1,1,4,6,5.0,2,4,6,10,4.5,5.5,0.0,0.5,0.5,4.5,0.0,0.5,0.5,0.5,2.42,2.3899999999999997,2.06,2.2249999999999996,-2.3928999362656524,3.9999893,3.9999893
mp-1516258,Ba2LaNbO6,Ba,Ba,La,Nb,-3.374454718250001,0.013526449249999573,2.9716,2e-06,672.5071658267691,5.95034316069812,Pn-3,201,0.89,0.89,1.1,1.6,3.44,1.35,1.35,1.35,1.032,0.72,0.8543689139995632,0.35616438356164387,2,2,4,5,4.5,4,3,5,8,3.5,4.5,0.0,0.5,0.5,4.5,0.0,0.5,0.5,0.5,2.75,2.432,2.12,2.276,-3.3768736812221567,2e-06,0.5
mp-1516290,Sr2NbCuO6,Sr,Sr,Nb,Cu,-2.6332978970000007,0.056184576000001485,0.0,1.8270483,127.64998576192431,5.563603664267455,Fm-3m,225,0.95,0.95,1.6,1.9,3.44,1.75,1.18,1.18,0.72,0.77,0.850506058490113,0.0671140939597316,2,2,5,11,8.0,4,5,11,8,2.5,5.5,2.5,5.5,8.0,3.0,2.5,4.5,7.0,2.0,2.58,2.12,2.17,2.145,-2.6249072481218603,1.8270483,7.0
mp-1516316,SmEu2NbO6,Eu,Eu,Sm,Nb,-3.2631790905000004,0.15577926061667036,0.3650000000000002,14.0000001,155.72941873936983,6.858327910069551,Fm-3m,225,1.5,1.5,1.17,1.6,3.44,1.385,1.17,1.17,0.958,0.72,0.811641102121227,0.2836710369487485,3,3,4,5,4.5,6,4,5,6,2.75,3.25,1.25,1.75,3.0,2.0,1.25,1.75,3.0,0.5,2.57,2.3579999999999997,2.12,2.239,-3.2809289340560426,14.0000001,14.0000001
mp-1516367,LaEu2SbO6,Eu,Eu,La,Sb,-2.9552216555000017,0.21298833023334396,0.03279999999999994,55.9999943,622.6577316947601,7.046794614962073,Pn-3,201,1.5,1.5,1.1,2.05,3.44,1.575,1.17,1.17,1.032,0.76,0.7914914754570676,0.3035714285714286,3,3,4,5,4.5,6,3,15,6,0.0,6.0,3.0,9.0,12.0,7.0,3.0,1.0,4.0,2.0,2.57,2.432,2.16,2.2960000000000003,-2.9639708215064697,55.9999943,55.9999943
mp-1516366,PrEu2NbO6,Eu,Eu,Pr,Nb,-3.183736387166668,0.20449274701666909,0.46330000000000027,13.9999997,160.82215778913493,6.543547462351723,Fm-3m,225,1.5,1.5,1.13,1.6,3.44,1.365,1.17,1.17,0.99,0.72,0.8058822295562869,0.31578947368421056,3,3,4,5,4.5,6,4,5,6,2.75,3.25,1.25,1.75,3.0,2.0,1.25,1.75,3.0,0.5,2.57,2.3899999999999997,2.12,2.255,-3.169288760010113,13.9999997,13.9999997
mp-1516361,Na2PrWO6,Na,Na,Pr,W,-2.3675594174425294,0.13184565524999936,0.0,1.0000001,158.22384758063816,4.898204442888682,Fm-3m,225,0.93,0.93,1.13,1.7,3.44,1.415,1.02,1.02,0.99,0.66,0.7690779372905372,0.39999999999999997,1,1,4,6,5.0,2,4,6,10,4.5,5.5,0.0,0.5,0.5,4.5,0.0,0.5,0.5,0.5,2.42,2.3899999999999997,2.06,2.2249999999999996,-2.3750160804843645,1.0000001,1.0000001
mp-1516398,Ca2DySbO6,Ca,Ca,Dy,Sb,-2.9344679361666666,0.15494376999999737,3.1986000000000003,0.0,143.88654755520645,5.313441673356476,Fm-3m,225,1.0,1.0,1.22,2.05,3.44,1.6349999999999998,1.0,1.0,1.07,0.76,0.7330696651609996,0.3387978142076503,2,2,4,5,4.5,4,4,15,8,1.25,6.75,2.75,8.25,11.0,6.0,2.75,1.75,4.5,1.0,2.4,2.4699999999999998,2.16,2.315,-2.8999286591419984,0.0,4.5
mp-1516433,Ba2LaNbO6,Ba,Ba,La,Nb,-3.3644894395000002,0.023491727999999767,2.9563,0.0,169.38405274168485,5.906176452160481,Fm-3m,225,0.89,0.89,1.1,1.6,3.44,1.35,1.35,1.35,1.032,0.72,0.8543689139995632,0.35616438356164387,2,2,4,5,4.5,4,3,5,8,3.5,4.5,0.0,0.5,0.5,4.5,0.0,0.5,0.5,0.5,2.75,2.432,2.12,2.276,-3.3724821632122923,0.0,0.5
mp-1516421,PrEu2NbO6,Eu,Eu,Pr,Nb,-3.2981537511666685,0.09007538301666962,0.09750000000000014,55.9516779,617.378749897114,6.818164199311335,Pn-3,201,1.5,1.5,1.13,1.6,3.44,1.365,1.17,1.17,0.99,0.72,0.8058822295562869,0.31578947368421056,3,3,4,5,4.5,6,4,5,6,2.75,3.25,1.25,1.75,3.0,2.0,1.25,1.75,3.0,0.5,2.57,2.3899999999999997,2.12,2.255,-3.293660056651631,55.9516779,55.9516779
mp-1516440,Eu2MnWO6,Eu,Eu,Mn,W,-2.674874771793104,0.06984394699999896,0.38759999999999994,19.0000014,135.3510803148088,7.835847049542816,Fm-3m,225,1.5,1.5,1.55,1.7,3.44,1.625,1.17,1.17,0.67,0.66,0.880031199830231,0.015037593984962419,3,3,7,6,6.5,6,7,6,6,3.25,2.75,3.75,3.25,7.0,2.0,3.75,3.25,7.0,0.5,2.57,2.07,2.06,2.065,-2.656222955155642,19.0000014,19.0000014
mp-1516435,LaEu2SbO6,Eu,Eu,La,Sb,-2.879752632500002,0.2884573532333423,1.0328,13.9999998,156.1155838179583,7.026430423159336,Fm-3m,225,1.5,1.5,1.1,2.05,3.44,1.575,1.17,1.17,1.032,0.76,0.7914914754570676,0.3035714285714286,3,3,4,5,4.5,6,3,15,6,0.0,6.0,3.0,9.0,12.0,7.0,3.0,1.0,4.0,2.0,2.57,2.432,2.16,2.2960000000000003,-2.9081199471586627,13.9999998,13.9999998
mp-1516449,Eu2CrSbO6,Eu,Eu,Cr,Sb,-2.619188668000001,0.13297892824999913,0.0,10.3409165,128.70225413291556,7.401726486808499,Fm-3m,225,1.5,1.5,1.66,2.05,3.44,1.855,1.17,1.17,0.73,0.76,0.8472095233796861,0.040268456375838965,3,3,6,5,5.5,6,6,15,6,0.75,5.25,5.25,9.75,15.0,10.0,4.75,0.25,5.0,4.5,2.57,2.13,2.16,2.145,-2.6544048442396164,10.3409165,10.3409165
mp-1516495,Eu2ZrNbO6,Eu,Eu,Zr,Nb,-3.317280466000001,0.07459670525004114,0.0,13.599176,141.51079978411275,6.853510700660731,Fm-3m,225,1.5,1.5,1.33,1.6,3.44,1.465,1.17,1.17,0.72,0.72,0.8572002017214277,0.0,3,3,4,5,4.5,6,4,5,6,2.75,3.25,1.25,1.75,3.0,2.0,1.25,1.75,3.0,0.5,2.57,2.12,2.12,2.12,-3.347793592291403,13.599176,13.599176
